# %ECSV 1.0
# ---
# datatype:
# - {name: PSRJ, datatype: string}
# - {name: RAJ, datatype: string}
# - {name: DECJ, datatype: string}
# - {name: POSEPOCH, datatype: float32}
# - {name: PMRA, datatype: float32}
# - {name: PMDEC, datatype: float32}
# - {name: DM, datatype: float32}
# - {name: F0, datatype: float32}
# - {name: PEPOCH, datatype: float32}
# - {name: F1, datatype: float32}
# - {name: PX, datatype: float32}
# - {name: S1400, datatype: float32}
# - {name: DIST_DM, datatype: float32}
# - {name: DIST_DM1, datatype: float32}
# - {name: TYPE, datatype: string}
# - {name: ASSOC, datatype: string}
# - {name: SURVEY, datatype: string}
# - {name: P0, datatype: float32}
# - {name: P1, datatype: float32}
# - {name: RM, datatype: float32}
# - {name: S400, datatype: float32}
# - {name: S150, datatype: float32}
# - {name: W50, datatype: float32}
# - {name: W10, datatype: float32}
# - {name: SPINDX, datatype: float32}
# - {name: FRACL, datatype: float32}
# - {name: FRACV, datatype: float32}
# - {name: FRACAV, datatype: float32}
# - {name: MAGINC, datatype: float32}
# - {name: IMPANG, datatype: float32}
# - {name: PASWING, datatype: float32}
# - {name: F2, datatype: float32}
# - {name: F3, datatype: float32}
# - {name: NGLT, datatype: float32}
# - {name: DIST_AMX, datatype: float32}
# - {name: DIST_AMN, datatype: float32}
# - {name: S300, datatype: float32}
# - {name: DMEPOCH, datatype: float32}
# - {name: EPHEM, datatype: string}
# - {name: CLK, datatype: string}
# - {name: PSRB, datatype: string}
# - {name: S50, datatype: float32}
# - {name: S600, datatype: float32}
# - {name: TAU_SC, datatype: float32}
# - {name: ELONG, datatype: float32}
# - {name: ELAT, datatype: float32}
# - {name: PMELONG, datatype: float32}
# - {name: PMELAT, datatype: float32}
# - {name: BINARY, datatype: string}
# - {name: A1, datatype: float32}
# - {name: TASC, datatype: float32}
# - {name: EPS1, datatype: float32}
# - {name: EPS2, datatype: float32}
# - {name: FB0, datatype: float32}
# - {name: FB1, datatype: float32}
# - {name: FB2, datatype: float32}
# - {name: UNITS, datatype: string}
# - {name: BINCOMP, datatype: string}
# - {name: S3000, datatype: float32}
# - {name: S4000, datatype: float32}
# - {name: S800, datatype: float32}
# - {name: S2000, datatype: float32}
# - {name: S900, datatype: float32}
# - {name: S1600, datatype: float32}
# - {name: DIST_A, datatype: float32}
# - {name: ECC, datatype: float32}
# - {name: PB, datatype: float32}
# - {name: PBDOT, datatype: float32}
# - {name: OM, datatype: float32}
# - {name: OMDOT, datatype: float32}
# - {name: T0, datatype: float32}
# - {name: M2, datatype: float32}
# - {name: S350, datatype: float32}
# - {name: DM1, datatype: float32}
# - {name: DM2, datatype: float32}
# - {name: S100, datatype: float32}
# - {name: S820, datatype: float32}
# - {name: S200, datatype: float32}
# - {name: S80, datatype: float32}
# - {name: S1284, datatype: float32}
# - {name: P2, datatype: float32}
# - {name: A1DOT, datatype: float32}
# - {name: S60, datatype: float32}
# - {name: S5000, datatype: float32}
# - {name: S40, datatype: float32}
# - {name: A1_2, datatype: float32}
# - {name: PB_2, datatype: float32}
# - {name: TASC_2, datatype: float32}
# - {name: EPS1_2, datatype: float32}
# - {name: EPS2_2, datatype: float32}
# - {name: SINI, datatype: float32}
# - {name: M2_2, datatype: float32}
# - {name: MASS_Q, datatype: float32}
# - {name: S2250, datatype: float32}
# - {name: S8600, datatype: float32}
# - {name: S700, datatype: float32}
# - {name: KOM, datatype: float32}
# - {name: KIN, datatype: float32}
# - {name: STIG, datatype: float32}
# - {name: H3, datatype: float32}
# - {name: H4, datatype: float32}
# - {name: GAMMA, datatype: float32}
# - {name: S1500, datatype: float32}
# - {name: S100G, datatype: float32}
# - {name: S150G, datatype: float32}
# - {name: OM_ASC, datatype: float32}
# - {name: DM3, datatype: float32}
# - {name: A1_3, datatype: float32}
# - {name: ECC_2, datatype: float32}
# - {name: ECC_3, datatype: float32}
# - {name: PB_3, datatype: float32}
# - {name: OM_2, datatype: float32}
# - {name: OM_3, datatype: float32}
# - {name: T0_2, datatype: float32}
# - {name: T0_3, datatype: float32}
# - {name: SINI_2, datatype: float32}
# - {name: SINI_3, datatype: float32}
# - {name: M2_3, datatype: float32}
# - {name: A12DOT, datatype: float32}
# - {name: OM2DOT, datatype: float32}
# - {name: S430, datatype: float32}
# - {name: S1380, datatype: float32}
# - {name: S35, datatype: float32}
# - {name: S64, datatype: float32}
# - {name: S79, datatype: float32}
# - {name: S6000, datatype: float32}
# - {name: FB3, datatype: float32}
# - {name: FB4, datatype: float32}
# - {name: 'WARNING:', datatype: string}
# - {name: FB5, datatype: float32}
# - {name: FB6, datatype: float32}
# - {name: F4, datatype: float32}
# - {name: F5, datatype: float32}
# - {name: S8000, datatype: float32}
# - {name: S9000, datatype: float32}
# - {name: S1283, datatype: float32}
# - {name: PBDOT_2, datatype: float32}
# - {name: PBDOT_3, datatype: float32}
# - {name: DM4, datatype: float32}
# - {name: DM5, datatype: float32}
# - {name: ECCDOT, datatype: float32}
# - {name: DTHETA, datatype: float32}
# - {name: FB7, datatype: float32}
# - {name: FB8, datatype: float32}
# schema: astropy-2.0
PSRJ RAJ DECJ POSEPOCH PMRA PMDEC DM F0 PEPOCH F1 PX S1400 DIST_DM DIST_DM1 TYPE ASSOC SURVEY P0 P1 RM S400 S150 W50 W10 SPINDX FRACL FRACV FRACAV MAGINC IMPANG PASWING F2 F3 NGLT DIST_AMX DIST_AMN S300 DMEPOCH EPHEM CLK PSRB S50 S600 TAU_SC ELONG ELAT PMELONG PMELAT BINARY A1 TASC EPS1 EPS2 FB0 FB1 FB2 UNITS BINCOMP S3000 S4000 S800 S2000 S900 S1600 DIST_A ECC PB PBDOT OM OMDOT T0 M2 S350 DM1 DM2 S100 S820 S200 S80 S1284 P2 A1DOT S60 S5000 S40 A1_2 PB_2 TASC_2 EPS1_2 EPS2_2 SINI M2_2 MASS_Q S2250 S8600 S700 KOM KIN STIG H3 H4 GAMMA S1500 S100G S150G OM_ASC DM3 A1_3 ECC_2 ECC_3 PB_3 OM_2 OM_3 T0_2 T0_3 SINI_2 SINI_3 M2_3 A12DOT OM2DOT S430 S1380 S35 S64 S79 S6000 FB3 FB4 WARNING: FB5 FB6 F4 F5 S8000 S9000 S1283 PBDOT_2 PBDOT_3 DM4 DM5 ECCDOT DTHETA FB7 FB8
J1055-6028 10:55:39.19 -60:28:37.5 "" "" "" 636.5 "" 54362.2 "" "" 0.95 3.83 15.55 HE GRS:4FGL_J1055.7-602 pksmb,FermiBlind,htr 0.099660836 2.95322e-14 343.0 "" "" 3.7 9.0 "" "" "" "" "" "" "" "" "" 1.0 "" "" "" 55000.0 "" "" "" "" "" 0.00236 "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.13 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.2 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1055-6236 10:55:54.61 -62:36:48.3 "" "" "" 149.7 "" 51703.0 "" "" 0.12 1.883 2.201 "" "" pksmb,htru_pks 0.44863543 7.08e-16 "" "" "" 7.5 14.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1055-6905 10:55:44.71 -69:05:11.4 "" "" "" 142.8 "" 51500.0 "" "" 0.3 2.035 3.926 "" "" pkssw,htru_pks 2.9193969 2.0336e-14 "" "" "" 43.0 83.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1056-5709 10:56:43.79 -57:09:34.5 "" "" "" 436.5 1.4791107 51216.0 -1.26e-15 "" 0.11 3.062 9.422 "" "" pksmb,htru_pks "" "" "" "" "" 20.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1056-6258 10:56:25.584 -62:58:47.69 57600.0 "" "" 320.62 2.367141 57600.0 -2.0046e-14 "" 34.0 2.615 2.98 "" "" mol2,htru_pks,pks1,p "" "" 8.4 45.0 "" 17.0 36.0 -1.1 "" "" "" "" "" "" 8.8e-25 "" "" 2.9 1.9 "" "" "" "" B1054-62 "" 75.0 0.0006499 "" "" "" "" "" "" "" "" "" "" "" "" TCB "" 11.0 "" 59.0 "" "" "" 2.4 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 54.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1056-7117 10:56:45.980 -71:17:53.394 "" "" "" 92.904 38.008827 57436.5 -9.1e-17 "" 0.5 1.689 2.601 "" "" htru_pks "" "" -31.3 "" "" 5.0 "" -2.2 "" "" "" "" "" "" "" "" "" "" "" "" 58665.527 "" "" "" "" "" "" "" "" "" "" ELL1 4.14855 57436.535 6e-06 -1.2e-05 "" "" "" "" He[nbb+14] "" "" "" "" "" "" "" "" 9.1388 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1057-4754 10:57:53.138 -47:54:57.60 "" "" "" 60.0 "" 53000.0 "" "" 0.53 0.639 1.908 "" "" pkssw,htru_pks 0.62830585 2.248e-16 "" "" "" 20.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1057-5226 10:57:59.045 -52:26:56.33 57600.0 47.5 -8.7 29.69 5.073189 57600.0 -1.50272e-13 "" 4.4 0.093 0.714 HE[aaa+10m] GRS:4FGL_J1057.9-522 mol1,FermiBlind,htru "" "" 47.2 80.0 310.0 13.0 18.0 -0.6 "" "" "" "" "" "" -7e-25 "" "" "" "" "" 55000.0 "" "" B1055-52 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" TCB "" 1.4 "" 20.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 22.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1057-5851 10:57:09.5 -58:51:07 55716.0 "" "" "" 1.6119542 55716.0 -2.6135e-13 "" "" "" "" NRAD[aab+22] GRS:4FGL_J1056.9-585 FermiBlind "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1057-7914 10:57:27.7 -79:14:23.6 57600.0 "" "" 51.0 0.742168 57600.0 -7.321e-16 "" 0.6 1.438 1.712 "" "" mol2,pks70 "" "" -22.0 6.5 "" 24.0 42.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" B1056-78 "" 4.0 "" "" "" "" "" "" "" "" "" "" "" "" "" TDB "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 2.4 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1058-5957 10:58:34.25 -59:57:36.4 "" "" "" 334.0 "" 51446.0 "" "" 0.6 2.588 5.87 "" "" pksmb,htru_pks 0.61627024 6.57e-16 41.0 "" "" 16.0 21.0 -2.6 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1059+6459 "" "" "" "" "" 19.3 0.27539337 56500.0 -4.35e-16 "" "" 1.944 0.867 "" "" gbncc,lotaas "" "" "" "" 1.3 37.0 70.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 131.4687 51.9583 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.6 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1059-5742 10:59:00.8886 -57:42:14.55 57600.0 "" "" 108.7 0.84388 57600.0 -3.0668e-15 "" 2.0 1.644 2.442 "" "" mol2,htru_pks,pks1,p "" "" -75.0 19.0 "" 17.0 31.0 -3.3 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" B1056-57 "" 12.0 2.287e-05 "" "" "" "" "" "" "" "" "" "" "" "" TDB "" 0.21 "" 5.1 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 30.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1101-6101 11:01:44.96 -61:01:39.6 "" "" "" "" 15.923548 56494.0 -2.17e-12 "" "" "" "" NRAD SNR:G290.1-0.8(MSH_1 misc "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 7.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1101-6424 11:01:37.1923 -64:24:39.332 "" "" "" 207.3633 "" 56597.0 "" "" 0.302 2.175 4.479 "" "" htru_pks 0.005109273 1.8e-21 -41.21 "" "" 0.54 1.39 -1.55 "" "" "" "" "" "" "" "" "" "" "" "" 59084.22 "" "" "" "" "" "" "" "" "" "" ELL1 14.02466 55689.008 2.56e-05 2e-06 "" "" "" "" CO[ncb+15] "" "" "" "" "" "" "" "" 9.611709 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1102+02 11:02 +02 "" "" "" 27.3 "" "" "" "" "" 25.0 1.271 HE[aab+22] GRS:4FGL_J1102.4+024 FermiAssoc 0.00405 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1103-5403 11:03:33.294 -54:03:43.245 "" "" "" 103.9114 294.74966 55300.0 -3.2e-16 "" 0.395 1.683 2.548 "" "" FermiAssoc "" "" -67.7 "" "" 0.14 "" -2.43 "" "" "" "" "" "" "" "" "" "" "" "" 59235.137 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" TCB "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1103-6025 11:03:31.48 -60:25:36.39 "" "" "" 275.9 "" 51489.0 "" "" 0.17 2.379 4.993 "" "" pksmb,htru_pks 0.39658675 9.904e-16 569.0 "" "" 4.6 8.9 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1104-6103 11:04:17.262 -61:03:03.88 "" "" "" 78.506 "" 49177.0 "" "" 0.24 1.327 1.935 "" "" misc,htru_pks,pksmb 0.2809053 1.9667e-15 -8.0 5.0 "" 4.1 14.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1105+02 11:05:32.0 +02:28:50 59216.0 "" "" 16.5 0.15617543 59216.0 -3.5e-17 "" "" 1.58 0.691 RRAT[dcm+23] "" chime "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 59216.0 DE440 TT(BIPM2019) "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1105-4353 11:05:24.84 -43:53:05 "" "" "" 45.0 "" 55976.0 "" "" 0.189 0.127 1.578 "" "" htru_pks 0.35111186 2.5e-15 17.0 "" "" 13.107 23.923 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" TCB "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1105-6037 11:05:00.48 -60:37:16.3 55716.0 "" "" "" 5.129829 55716.0 -5.74649e-13 "" "" "" "" NRAD[aab+22] GRS:4FGL_J1104.9-603 FermiBlind "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1105-6107 11:05:26.14 -61:07:48.94 57600.0 "" "" 271.24 15.822251 57600.0 -3.9666e-12 "" 1.2 2.36 4.988 HE[aab+22] GRS:4FGL_J1105.4-610 misc,FermiBlind,htru "" "" 187.0 "" "" 3.1 4.1 -1.1 "" "" "" "" "" "" -5.4e-23 "" 4.0 "" "" "" 55000.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" TCB "" 0.46 "" 2.4 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 2.4 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1106-6438 11:06:28.44 -64:39:00.0 "" "" "" 203.0 0.3679265 51875.0 -3.15e-16 "" 0.19 2.153 4.381 "" "" pksmb,htru_pks "" "" "" "" "" 27.0 42.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1107-5907 11:07:34.46 -59:07:18.7 "" "" "" 40.75 3.9561136 53089.0 -1.41e-16 "" 0.18 0.115 1.292 "" "" pksmb,htru_pks "" "" 25.9 "" "" 9.3 170.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1107-5947 11:07:58.7 -59:47:04 "" "" "" 158.4 "" 43558.516 "" "" 0.3 1.915 3.074 "" "" mol2,htru_pks,pks70, 1.516531 3.4e-16 -31.0 7.0 "" 38.3 80.0 -1.6 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" B1105-59 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1107-6143 11:07:12.3 -61:43:59 "" "" "" 406.0 "" 51397.0 "" "" 0.38 2.937 7.507 "" "" pksmb,htru_pks 1.7993957 1.558e-13 668.0 "" "" 26.0 50.0 -1.6 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1108-6329 11:08:51.3223 -63:29:24.2993 "" "" "" 233.2 "" "" "" "" "" 2.248 4.749 "" "" mmgps-l 0.004277583 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ? "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1110+58 11:11 +58:52 "" "" "" 26.2 "" 56292.0 "" "" "" 25.0 1.289 "" "" gbncc,lotaas 0.79335 "" "" 1.6 2.7 17.0 40.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.7 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
J1110-5637 11:10:00.3712 -56:37:32.57 57600.0 "" "" 262.56 1.7912982 57600.0 -6.6125e-15 "" 3.29 2.447 5.621 "" "" pks1,htru_pks,pks70, "" "" 419.0 "" "" 21.0 28.0 -1.23 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" B1107-56 "" 9.2 "" "" "" "" "" "" "" "" "" "" "" "" "" TDB "" 0.9 "" 5.4 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 4.7 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
