#   1                     2                  3          4         5      6    7         8      9    10      11     12      13     14      15     16      17      18      19     20      21     22      23     24      25     26      27
# SOURCE              CEPHEID_ID             L          B        DIST  dDIST AGE      PERIOD  MODE  I1     dI1     I2     dI2     I3     dI3     I4     dI4      W1     dW1     W2     dW2     W3     dW3     W4     dW4    A_Ks   SOURCE"
#   -                     -                (deg)      (deg)      (pc)  (pc) (Myr)      (d)     -   (mag)  (mag)   (mag)  (mag)   (mag)  (mag)   (mag)  (mag)    (mag)  (mag)   (mag)  (mag)   (mag)  (mag)   (mag)  (mag)   (mag)    -
OGLE-IV            OGLE-BLG-CEP-142      15.26363    3.02860       -1     0   74    3.1625905 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
OGLE-IV            OGLE-BLG-CEP-133      16.07480    5.39058       -1     0   53    7.3872495 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
GCVS               CR____Ser             16.16688    2.78877     1584    51  101    5.3013660 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    6.293  0.087   6.175  0.070   6.314  0.044   6.313  0.204   0.298  -      
OGLE-IV            OGLE-BLG-CEP-146      16.55163    2.15445    21796  2865  180    3.2863456 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   12.881  0.160  13.225  0.320   0.000  0.000   0.000  0.000   0.855  -      
OGLE-IV            OGLE-BLG-CEP-148      16.69138    1.70163       -1     0   82    3.9272636 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
ASAS               J182714-1507.1        16.75232   -1.62269     2242   105   96    5.5458094 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    6.923  0.095   6.987  0.057   6.782  0.078   5.643  0.136   0.181  -      
OGLE-IV            OGLE-BLG-CEP-157      16.84716    0.53164     1802    57   46   21.6322249 F    0.000  0.000   0.000  0.000   4.856  0.078   4.816  0.078    4.802  0.239   4.863  0.133   5.075  0.056   4.513  0.112   1.110  -      
OGLE-IV            OGLE-BLG-CEP-141      16.87143    3.94524       -1     0  154    1.1016554 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
OGLE-IV            OGLE-BLG-CEP-158      17.24396    0.23825     6976   224   45   19.7553068 F    8.229  0.106   8.220  0.106   8.137  0.100   8.057  0.097    8.117  0.120   7.944  0.150   7.698  0.111   6.520  0.413   1.352  -      
OGLE-IV            OGLE-BLG-CEP-166      17.44438   -1.78198    16123   805   88    7.5290569 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   11.012  0.091  11.018  0.075   0.000  0.000   0.000  0.000   0.699  -      
OGLE-IV            OGLE-BLG-CEP-153      17.52907    1.66643    25040  1563   64   16.6898433 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   11.103  0.065  11.132  0.097   0.000  0.000   0.000  0.000   1.161  -      
GCVS               YZ____Sgr             17.75233   -7.11797     1238    43   73    9.5537875 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    4.879  0.091   4.630  0.067   4.863  0.035   4.789  0.058   0.143  -      
OGLE-IV            OGLE-BLG-CEP-151      18.16495    2.24894    18733   622  139    4.0970179 F   12.619  0.083  12.503  0.080  12.437  0.170  12.297  0.141   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   1.318  -      
Shaw+2016          NSVS13945310          18.71244   -3.74539     3683   175   48   18.3449448 F    0.000  0.000   6.558  0.108   6.444  0.094   6.419  0.093    6.159  0.168   6.154  0.087   6.023  0.089   4.397  0.134   0.218  OGLE   
OGLE-IV            OGLE-BLG-CEP-167      18.91674   -4.47685    20162   884   79   11.0360391 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   10.718  0.064  10.737  0.113   0.000  0.000   0.000  0.000   0.237  ASAS-SN
GCVS               X_____Sct             18.99536   -1.57333     1683    40  115    4.1980485 F    0.000  0.000   6.684  0.082   6.639  0.063   6.626  0.063    6.570  0.130   6.582  0.078   6.668  0.050   6.289  0.262   0.115  -      
GCVS               V459__Sct             19.06153   -0.02981     2116    65   95    5.7629208 F    0.000  0.000   0.000  0.000   6.725  0.040   6.750  0.042    6.660  0.127   6.780  0.069   7.113  0.237   0.000  0.000   0.227  -      
GCVS               UZ____Sct             19.15951   -1.49985     3155    78   55   14.7480009 F    0.000  0.000   0.000  0.000   6.339  0.052   6.219  0.045    6.328  0.099   6.278  0.195   6.286  0.033   6.030  0.167   0.240  -      
OGLE-IV            OGLE-BLG-CEP-152      19.21624    2.59610    14630   336   79    8.5279024 F   10.718  0.062  10.625  0.084  10.575  0.089  10.518  0.055   10.583  0.070  10.543  0.072   0.000  0.000   0.000  0.000   0.660  -      
OGLE-IV            OGLE-BLG-CEP-159      19.36153    1.08509    17642   549  102    6.3734477 F   11.599  0.079  11.586  0.070  11.799  0.163  11.436  0.081   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.911  -      
OGLE-IV            OGLE-BLG-CEP-164      19.47541   -0.10728     3162   103   57   13.6269524 F    7.016  0.124   6.522  0.086   6.406  0.080   6.440  0.079    6.507  0.340   6.541  0.190   6.771  0.155   4.832  0.125   0.390  -      
ASAS               J183848-1324.8        19.56008   -3.32980     1118    47  103    3.4831512 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    5.017  0.463   5.349  0.069   5.589  0.034   5.425  0.080   0.108  -      
OGLE-IV            OGLE-BLG-CEP-154      19.61245    2.74501    21188   782  195    2.8128683 F   13.003  0.093  12.875  0.104  12.625  0.261  12.669  0.224   12.965  0.127  13.046  0.114   0.000  0.000   0.000  0.000   0.596  -      
OGLE-IV            OGLE-BLG-CEP-165      19.67878   -0.07167     3774   116   85    6.4524530 F    8.196  0.073   8.133  0.072   8.046  0.067   8.058  0.063    7.907  0.068   7.870  0.072   8.280  0.287   0.000  0.000   0.643  -      
OGLE-IV            OGLE-BLG-CEP-161      19.76588    1.16170    19163  1206  155    3.5464146 F   12.767  0.084  12.625  0.119  12.147  0.198   0.000  0.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   1.019  -      
GCVS               V389__Sct             20.19376    0.08280     1931    53   94    3.7938544 1O   0.000  0.000   6.576  0.044   6.519  0.040   6.553  0.034    6.366  0.182   6.563  0.044   6.753  0.033   0.000  0.000   0.162  -      
OGLE-IV            OGLE-BLG-CEP-160      20.23881    1.48013       -1     0   62    5.9728454 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
GCVS               TX____Sct             20.29033   -0.04478     2638   209   42   24.3519401 F    0.000  0.000   0.000  0.000   5.447  0.067   5.337  0.064    4.827  0.218   4.274  0.506   4.865  0.094   3.918  0.134   0.283  -      
GCVS               V412__Ser             20.36456    3.88912     1617    47  103    5.1217827 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    6.414  0.097   6.383  0.074   6.419  0.035   6.349  0.158   0.391  -      
GCVS               Y_____Oph             20.59840   10.12048      632    23   53   17.1294208 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    0.000  0.000   0.000  0.000   2.576  0.047   2.468  0.037   0.212  -      
GCVS               V458__Sct             20.62348    1.73964     1607    52  106    4.8418382 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    6.327  0.063   6.419  0.036   6.391  0.029   5.665  0.107   0.202  -      
OGLE-IV            OGLE-BLG-CEP-162      20.74124    1.09412    18594   565   64   14.5922112 F   10.657  0.093  10.604  0.093  10.434  0.095  10.492  0.091   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   1.093  -      
OGLE-IV            OGLE-BLG-CEP-163      20.91695    0.82978    13275   461  130    3.2356101 F   12.034  0.082  11.944  0.099  11.818  0.177  11.661  0.168   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   1.024  -      
OGLE-IV            OGLE-BLG-CEP-168      21.05971   -6.05835       -1     0   38   12.5237042 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
GCVS               V367__Sct             21.62933   -0.82632     1900    46   91    6.2931858 F    0.000  0.000   0.000  0.000   6.398  0.045   6.397  0.043    6.408  0.050   6.335  0.066   6.525  0.045   6.554  0.306   0.298  -      
ASAS               J183904-1049.3        21.89644   -2.20398     1860    58  106    3.0578758 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    6.825  0.075   6.826  0.041   6.923  0.029   0.000  0.000   0.240  -      
ASAS-SN            J194551.90-175602.9   22.39582  -19.85315    14618   582  201    1.5509984 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   12.694  0.075  12.675  0.087   0.000  0.000   0.000  0.000   0.037  -      
ASAS               J183652-0907.1        23.16434   -0.94256     1895    34  116    2.5899220 1O   7.248  0.041   7.184  0.047   7.147  0.042   7.109  0.031    7.127  0.064   7.138  0.034   7.218  0.044   6.561  0.280   0.270  -      
OGLE-IV            OGLE-GD-CEP-1256      23.56280   -5.79310    10581   636  233    0.4511767 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   13.374  0.133  13.402  0.193   0.000  0.000   0.000  0.000   0.154  -      
OGLE-IV            OGLE-GD-CEP-1205      23.93904   -0.42917     4318   154   43   23.0219060 F    0.000  0.000   6.935  0.096   6.672  0.091   6.677  0.091    6.662  0.117   6.697  0.083   6.638  0.072   5.377  0.223   1.033  -      
GCVS               Y_____Sct             23.96406   -0.85834     1690    56   69   10.3414413 F    0.000  0.000   0.000  0.000   5.389  0.056   5.274  0.052    5.420  0.203   5.368  0.122   5.605  0.079   5.341  0.104   0.195  -      
GCVS               EV____Sct             23.96915   -0.46718     1818    46  106    3.0908108 1O   0.000  0.000   6.886  0.043   6.729  0.035   6.777  0.031    6.237  0.404   6.783  0.036   6.710  0.041   0.000  0.000   0.205  -      
ATLAS              J279.0161-07.9499     24.11002   -0.22826     3356   147   58   13.2070650 F    0.000  0.000   6.809  0.070   6.634  0.062   6.588  0.059    6.739  0.193   6.871  0.072   7.178  0.064   0.000  0.000   0.747  -      
OGLE-IV            OGLE-GD-CEP-1219      24.54484   -1.67954    10228   229   42   23.3685864 F    8.296  0.072   8.352  0.074   8.213  0.069   8.167  0.067    8.233  0.076   8.193  0.087   8.166  0.085   0.000  0.000   0.337  ATLAS  
OGLE-IV            OGLE-GD-CEP-1211      25.11857   -0.80383     9130   230   39   26.7001237 F    8.335  0.086   8.305  0.087   8.154  0.084   8.097  0.083    8.250  0.078   8.290  0.063   8.389  0.101   0.000  0.000   1.320  -      
GCVS               SS____Sct             25.17355   -1.81473     1015    27  127    3.6713516 F    0.000  0.000   0.000  0.000   5.677  0.041   5.653  0.043    5.714  0.099   5.596  0.081   5.812  0.054   5.760  0.099   0.062  -      
OGLE-IV            OGLE-GD-CEP-1214      25.23155   -0.84323    11589   366   74    8.5082719 F    0.000  0.000   0.000  0.000  10.191  0.059  10.154  0.052   10.336  0.054  10.357  0.066   0.000  0.000   0.000  0.000   1.023  -      
GCVS               EW____Sct             25.33782   -0.09210      479    23   99    5.8229228 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    0.000  0.000   0.000  0.000   3.411  0.086   3.369  0.138   0.048  -      
OGLE-IV            OGLE-GD-CEP-1212      25.37195   -0.72856    12667   553  124    2.2159191 1O  12.194  0.054  12.238  0.063  12.028  0.199   0.000  0.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   1.564  -      
OGLE-IV            OGLE-GD-CEP-1207      25.51697    0.06573     3910   109   63   11.0903106 F    7.579  0.083   7.578  0.087   7.341  0.083   7.440  0.081    7.653  0.144   7.567  0.119   8.023  0.293   0.000  0.000   1.040  -      
OGLE-IV            OGLE-GD-CEP-1209      25.74028   -0.20676     3181   121   62   11.9851997 F    0.000  0.000   0.000  0.000   6.754  0.069   6.623  0.067    6.089  0.320   6.752  0.121   6.140  0.062   4.742  0.197   0.514  ATLAS  
OGLE-IV            OGLE-GD-CEP-1204      25.87729    0.57799     3190    67   64   11.2537106 F    7.138  0.060   7.076  0.054   6.977  0.056   6.924  0.053    7.221  0.097   7.043  0.062   7.334  0.069   0.000  0.000   0.998  -      
GCVS               CK____Sct             26.31931   -0.46895     2110    56   83    7.4161139 F    0.000  0.000   0.000  0.000   6.398  0.046   6.359  0.038    6.315  0.161   6.407  0.053   6.386  0.079   6.190  0.240   0.257  -      
OGLE-IV            OGLE-GD-CEP-1213      26.35481   -0.22988     4162   104   53   15.2421737 F    7.094  0.079   7.079  0.084   6.966  0.071   6.923  0.073    6.944  0.087   6.890  0.060   7.780  0.120   0.000  0.000   0.543  -      
ASAS               J184741-0654.4        26.35556   -2.31365     2592    81   70    6.4401308 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    6.445  0.135   6.369  0.053   6.458  0.026   6.423  0.237   0.114  -      
OGLE-IV            OGLE-GD-CEP-1210      26.43741   -0.11886     4846   188   33   35.8232780 F    0.000  0.000   0.000  0.000   6.089  0.119   6.135  0.118    5.640  0.323   6.095  0.101   6.038  0.089   5.173  0.120   0.530  -      
OGLE-IV            OGLE-GD-CEP-1216      26.61067   -0.31350     4360   100   99    4.8079045 F    8.747  0.058   8.734  0.060   8.657  0.054   8.577  0.048    8.773  0.069   8.766  0.047   0.000  0.000   0.000  0.000   0.469  -      
ASAS               J183347-0448.6        26.63759    1.72093     1701    37  107    3.1023427 1O   6.720  0.040   6.613  0.032   0.000  0.000   0.000  0.000    6.661  0.088   6.643  0.041   6.747  0.029   6.847  0.247   0.264  -      
GCVS               Z_____Sct             26.78612   -0.77235     2837   100   60   12.9023018 F    0.000  0.000   0.000  0.000   6.179  0.073   6.096  0.067    5.962  0.303   6.240  0.088   6.329  0.054   6.508  0.244   0.192  -      
OGLE-IV            OGLE-GD-CEP-1236      26.98959   -1.34627       -1     0   50    8.0493839 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
GCVS               CM____Sct             27.15535   -0.44055     2276    52  117    3.9170249 F    7.561  0.052   7.504  0.062   7.436  0.054   7.376  0.044    7.381  0.116   7.425  0.077   7.127  0.054   5.907  0.229   0.242  -      
ATLAS              J280.6497-05.2660     27.23919   -0.44006     3804   101   55   14.3611204 F    0.000  0.000   6.978  0.078   6.858  0.069   6.822  0.065    6.923  0.097   6.859  0.108   7.219  0.080   0.000  0.000   0.588  OGLE   
OGLE-IV            OGLE-GD-CEP-1267      27.43321   -5.48555       -1     0  295    0.4327049 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
OGLE-IV            OGLE-GD-CEP-1217      27.45654   -0.03878     5440   182   33   36.1388658 F    0.000  0.000   6.655  0.090   6.448  0.068   6.468  0.070    6.569  0.175   6.587  0.055   6.379  0.056   4.389  0.092   0.897  -      
OGLE-IV            OGLE-GD-CEP-1228      27.81428   -0.53817     8862   287   58   12.3824948 F    9.251  0.096   9.375  0.106   9.083  0.088   9.116  0.085    9.330  0.124   9.378  0.129   9.089  0.246   0.000  0.000   1.153  -      
ATLAS              J262.2976+04.9065     27.82063   20.51390    28190   991  133    4.5095485 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   12.092  0.056  12.077  0.049   0.000  0.000   0.000  0.000   0.038  -      
OGLE-IV            OGLE-GD-CEP-1227      27.84488   -0.51476     3662    83   68    9.8909386 F    7.299  0.073   7.368  0.069   7.249  0.063   7.207  0.059    7.279  0.106   7.264  0.058   7.431  0.068   0.000  0.000   0.454  -      
OGLE-IV            OGLE-GD-CEP-1253      27.85842   -3.45358       -1     0  271    0.4884810 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
OGLE-IV            OGLE-GD-CEP-1222      27.92293   -0.11984     6193   215   56   13.1086218 F    8.477  0.090   0.000  0.000   8.248  0.092   8.307  0.089    8.658  0.110   8.544  0.116   7.920  0.157   0.000  0.000   1.305  -      
OGLE-IV            OGLE-GD-CEP-1234      27.93429   -0.84737     6460   180   52   15.3673472 F    7.904  0.090   7.991  0.091   7.826  0.088   7.714  0.085    7.980  0.083   8.092  0.088   7.970  0.140   0.000  0.000   0.447  -      
OGLE-IV            OGLE-GD-CEP-1218      27.94415    0.17154     4382   168   58   13.1805601 F    7.498  0.075   7.395  0.089   7.148  0.076   7.112  0.072    7.656  0.074   7.421  0.103   6.490  0.060   4.532  0.140   0.693  -      
GCVS               TY____Sct             28.05085    0.10823     2334    64   66   11.0540745 F    0.000  0.000   0.000  0.000   6.098  0.067   6.070  0.063    6.077  0.111   6.076  0.099   6.003  0.053   5.103  0.141   0.285  -      
GCVS               CN____Sct             28.06071    0.00785     2612    72   69    9.9939177 F    0.000  0.000   6.538  0.060   6.467  0.052   6.465  0.052    6.404  0.148   6.317  0.126   6.889  0.106   0.000  0.000   0.324  -      
GCVS               RU____Sct             28.19150    0.23451     1969    81   48   19.7042782 F    0.000  0.000   0.000  0.000   4.914  0.076   4.792  0.074   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.254  -      
GCVS               V496__Aql             28.19859   -7.12734     1002    35   90    6.8070785 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    4.927  0.099   4.657  0.085   4.848  0.034   4.811  0.084   0.129  -      
GCVS               FT____Sct             28.22715   -0.50300     3122    70   97    5.2557564 F    7.788  0.071   7.907  0.072   7.772  0.057   7.791  0.057    7.838  0.070   7.848  0.101   7.924  0.090   0.000  0.000   0.444  OGLE   
OGLE-IV            OGLE-GD-CEP-1229      28.23809   -0.34752     5754   160   41   24.0452994 F    7.368  0.099   7.320  0.097   7.114  0.092   7.172  0.092    7.339  0.105   7.371  0.076   7.386  0.122   4.211  0.151   1.042  -      
OGLE-IV            OGLE-GD-CEP-1208      28.24448    1.44527       -1     0   69    5.0945848 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
OGLE-IV            OGLE-GD-CEP-1225      28.38767   -0.18041     3424    74   81    7.2546871 F    7.719  0.056   7.674  0.064   7.580  0.051   7.527  0.051    7.602  0.083   7.535  0.056   7.485  0.103   0.000  0.000   0.537  ATLAS  
OGLE-IV            OGLE-GD-CEP-1206      28.69486    1.86948       -1     0   75    4.4979292 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.000  -      
OGLE-IV            OGLE-GD-CEP-1232      28.70327   -0.25059     5646   156   54   14.2301881 F    8.200  0.089   8.185  0.100   8.002  0.086   7.921  0.084    8.124  0.110   7.930  0.085   7.620  0.112   0.000  0.000   1.206  -      
OGLE-IV            OGLE-GD-CEP-1235      28.75922   -0.42742     4581   139   49   17.6241267 F    7.206  0.097   7.223  0.098   7.037  0.095   6.984  0.092    7.322  0.143   7.305  0.094   7.351  0.114   0.000  0.000   0.901  -      
OGLE-IV            OGLE-GD-CEP-1215      28.80614    0.93366    14469   502  113    4.7660767 F   11.679  0.069  11.612  0.083  11.358  0.084  11.376  0.078   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   0.936  -      
GCVS               BX____Sct             28.89706   -1.70527     2047    79   90    6.4110044 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    6.464  0.135   6.436  0.139   6.613  0.033   6.546  0.213   0.288  -      
OGLE-IV            OGLE-GD-CEP-1230      28.90481   -0.02707     3729    82   75    5.2746313 1O   7.859  0.051   7.738  0.052   7.628  0.042   7.662  0.037    7.715  0.073   7.668  0.058   8.447  0.393   0.000  0.000   0.530  -      
OGLE-IV            OGLE-GD-CEP-1237      29.04323   -0.31174     3869   101   61   11.9592748 F    7.281  0.065   7.257  0.069   7.122  0.058   7.085  0.061    6.881  0.138   7.047  0.092   6.072  0.045   3.670  0.155   0.563  ATLAS  
